index;Titel;Autor_normalisiert;Jahr;Geschlecht;Gattung;all_words_count;AbstConc;anteil_AbstConc
3083;Die Enkelin der Liselotte;Rüttenauer, Benno;1912;;;30348;6.681.986.800.000.070;22.017.881.903.255.800
3085;Der Kardinal;Rüttenauer, Benno;1912;;;49787;10.957.414.200.000.500;22.008.584.971.981.800
3087;Prinzessin Jungfrau;Rüttenauer, Benno;1911;;;65100;1.398.045.020.000.060;21.475.345.929.340.500
3093;Ein Namenloser;Sack, Gustav;1919;;;43471;9.375.900.400.000.300;2.156.817.280.485.910
3095;Florian – Das Pferd des Kaisers;Salten, Felix;1919;;;40603;10.172.203.500.000.000;2.505.283.722.877.620
3099;Werden und Wachsen;Sapper, Agnes;1910;;;82834;18.930.362.999.999.400;22.853.373.011.081.700
3101;Huberta Sollacher;Schanz, Frida;1903;;;63959;14.492.980.000.000.300;2.265.979.768.289.110
3107;Subotins Erbe;Schlippenbach, Freifrau G. von;1904;;;26905;6.511.204.100.000.080;24.200.721.427.244.300
3111;Theaterkinder;Schumacher, Tony;1912;;;51478;11.467.772.900.000.500;22.277.036.598.159.400
3113;Joli;Siebe, Josephine;1900;;;40874;9.767.808.200.000.090;2.389.736.311.591.740
3114;Die Tasse des Königs;Siebe, Josephine;1916;;;32953;7.814.162.200.000.070;2.371.305.252.936.020
3124;Jan Blaufink oder See und Theater;Smidt, Heinrich;1864;;;88019;19.847.485.899.999.100;225.490.926.958.942
3129;Burschen heraus!;Sperl, August;1914;;;138044;3.308.395.890.000.130;2.396.624.185.042.540
3135;Hans Georg Portner;Sperl, August;1901;;;88464;20.416.246.699.999.100;23.078.593.213.057.400
3136;Richiza;Sperl, August;1909;;;68446;1.677.993.040.000.000;2.451.557.490.576.510
3137;Die Fahrt nach der alten Urkunde;Sperl, August;1893;;;52608;12.135.233.600.000.500;230.672.779.805.364
3138;Angela;Spielhagen, Friedrich;1881;;;134189;3.055.604.470.000.000;22.770.901.266.124.700
3139;Ein neuer Pharao;Spielhagen, Friedrich;1889;;;113039;25.686.650.199.998.500;2.272.370.615.451.170
3140;Sturmflut. Erste Abteilung;Spielhagen, Friedrich;1877;;;102429;23.932.586.299.999.800;2.336.504.925.362.910
3141;Sturmflut. Zweite Abteilung;Spielhagen, Friedrich;1877;;;130642;2.993.769.760.000.010;2.291.582.921.265.760
3142;Was will das werden? Erster Theil;Spielhagen, Friedrich;1885;;;166288;36.759.819.400.003.600;221.061.167.372.292
3143;Was will das werden? Zweiter Theil;Spielhagen, Friedrich;1885;;;125223;26.899.694.999.998.800;2.148.143.312.330.700
3144;Wo Gritlis Kinder hingekommen sind;Spyri, Johanna;1884;;;34568;8.004.416.000.000.090;23.155.565.841.240.700
3145;Gritlis Kinder kommen weiter;Spyri, Johanna;1886;;;31594;7.323.526.600.000.080;2.318.011.837.690.720
3149;Europa;Sternheim, Carl;1919;;;61062;14.078.668.900.000.800;23.056.350.758.247.000
3169;Der Stärn vo Buebebärg;Tavel, Rudolf von;1907;;;71717;5.461.674.899.999.910;0.7615593095081941
3172;Der Advokatenbauer;Theden, Dietrich;1899;;;55594;12.345.732.600.000.600;2.220.695.146.958.410
3197;Tutu;Ungern-Sternberg, Alexander von;1846;;;43668;9.946.001.800.000.190;2.277.640.789.594.250
3198;Vierzehn Jahr' und sieben Wochen;Ury, Else;1911;;;82837;2.006.531.699.999.910;242.226.505.064.152
3200;Baumeisters Rangen;Ury, Else;1910;;;56187;13.652.474.400.000.500;24.298.279.673.235.000
3202;Dornröschen;Ury, Else;1916;;;76540;17.906.327.700.000.100;23.394.731.774.235.900
3203;Flüchtlingskinder;Ury, Else;1918;;;52261;13.014.104.900.000.200;2.490.213.524.425.530
3204;Goldblondchen;Ury, Else;1908;;;44763;11.106.544.300.000.300;248.118.854.857.815
3205;Das graue Haus;Ury, Else;1914;;;76713;19.169.848.899.999.500;24.989.048.661.895
3210;Nesthäkchens Backfischzeit;Ury, Else;1919;;;55011;13.539.441.600.000.300;246.122.440.966.358
3212;Nesthäkchen im Kinderheim;Ury, Else;1915;;;54592;13.787.488.400.000.200;2.525.551.069.753.860
3214;Nesthäkchen und der Weltkrieg;Ury, Else;1917;;;54560;13.324.610.800.000.300;2.442.194.061.583.630
3217;Nesthäkchen und ihre Puppen;Ury, Else;1913;;;41465;10.668.545.000.000.200;2.572.903.653.683.890
3218;Nesthäkchens erstes Schuljahr;Ury, Else;1915;;;44184;11.098.558.100.000.200;25.118.952.788.340.200
3220;Kommerzienrats Olly;Ury, Else;1913;;;65976;1.599.433.730.000.030;24.242.659.906.633.200
3222;Studierte Mädel von heute;Ury, Else;1906;;;49789;12.591.928.100.000.600;25.290.582.457.973.900
3230;Die Pfahlburg;Vleuten, Carl Ferdinand van;1909;;;28949;7.414.862.000.000.040;25.613.534.146.257.300
3232;Komtesse Helene;Wachenhusen, Hans;1900;;;38564;8.906.275.800.000.170;2.309.479.255.264.020
3233;Miß Lydia;Wachenhusen, Hans;1882;;;23618;5.654.424.000.000.050;2.394.116.351.934.980
3234;Was die Straße verschlingt. Erster Band;Wachenhusen, Hans;1882;;;44103;10.344.276.300.000.100;2.345.481.327.800.870
3235;Was die Straße verschlingt. Zweiter Band;Wachenhusen, Hans;1882;;;40675;931.890.970.000.022;2.291.065.691.456.720
3236;Was die Straße verschlingt. Dritter Band;Wachenhusen, Hans;1882;;;48984;11.066.479.400.000.300;22.592.028.825.739.700
3240;Gisli der Waldgänger aus Islands Heldenzeit;Weber, Leopold;1916;;;33652;7.410.857.800.000.150;22.022.042.672.055.600
3241;Der Teppich des Grauens;Weinert-Wilton, Louis;1900;;;80681;1.883.826.589.999.960;23.349.073.387.786.000
3246;Nahar;Weiß, Ernst;1918;;;30717;8.562.641.700.000.060;27.875.904.873.523.000
3252;Der Todfeind;Westkirch, Luise;1912;;;68267;16.212.517.500.000.200;2.374.868.897.124.550
3257;Die tolle Komteß;Wolzogen, Ernst von;1889;;;93536;21.277.414.599.999.400;22.747.834.630.516
3258;Durch graue Gassen;Wothe, Anny;1915;;;66400;1.554.863.070.000.010;23.416.612.500.000.100
3259;Auf hoher Warte;Wothe, Anny;1915;;;66558;15.291.150.200.000.100;22.974.173.202.320.000
